Index,Date,Time,DateTime,Readings_RH,Readings_F,Type
972,10/1/18,9:01:03 AM,10/01/1809:01:03,52.5,70.8,
973,10/1/18,9:11:03 AM,10/01/1809:11:03,53.2,71,
974,10/1/18,9:21:03 AM,10/01/1809:21:03,53.5,71,
975,10/1/18,9:31:03 AM,10/01/1809:31:03,53.5,71,
976,10/1/18,9:41:03 AM,10/01/1809:41:03,53.5,71.1,
977,10/1/18,9:51:03 AM,10/01/1809:51:03,53.4,71.1,
978,10/1/18,10:01:03 AM,10/01/1810:01:03,53.2,71.1,
979,10/1/18,10:11:03 AM,10/01/1810:11:03,53.2,71.1,
980,10/1/18,10:21:03 AM,10/01/1810:21:03,53.8,71.2,
981,10/1/18,10:31:03 AM,10/01/1810:31:03,53.7,71.3,
982,10/1/18,10:41:03 AM,10/01/1810:41:03,53.7,71.3,
983,10/1/18,10:51:03 AM,10/01/1810:51:03,53.6,71.4,
984,10/1/18,11:01:03 AM,10/01/1811:01:03,53.9,71.4,
985,10/1/18,11:11:03 AM,10/01/1811:11:03,54,71.6,
986,10/1/18,11:21:03 AM,10/01/1811:21:03,54.1,71.6,
987,10/1/18,11:31:03 AM,10/01/1811:31:03,54.1,71.7,
988,10/1/18,11:41:03 AM,10/01/1811:41:03,53.8,71.7,
989,10/1/18,11:51:03 AM,10/01/1811:51:03,53.8,71.8,
990,10/1/18,12:01:03 PM,10/01/1812:01:03,53.5,71.9,
991,10/1/18,12:11:03 PM,10/01/1812:11:03,53.4,71.9,
992,10/1/18,12:21:03 PM,10/01/1812:21:03,52.8,72.5,
993,10/1/18,12:31:03 PM,10/01/1812:31:03,52.3,72.5,
994,10/1/18,12:41:03 PM,10/01/1812:41:03,52.7,72.3,
995,10/1/18,12:51:03 PM,10/01/1812:51:03,52.9,72,
996,10/1/18,1:01:03 PM,10/01/1813:01:03,53,71.8,
997,10/1/18,1:11:03 PM,10/01/1813:11:03,53.2,71.7,
998,10/1/18,1:21:03 PM,10/01/1813:21:03,53.4,71.6,
999,10/1/18,1:31:03 PM,10/01/1813:31:03,53.6,71.5,
1000,10/1/18,1:41:03 PM,10/01/1813:41:03,53.9,71.4,
1001,10/1/18,1:51:03 PM,10/01/1813:51:03,54,71.3,
1002,10/1/18,2:01:03 PM,10/01/1814:01:03,54.3,71.2,
1003,10/1/18,2:11:03 PM,10/01/1814:11:03,54.3,71.1,
1004,10/1/18,2:21:03 PM,10/01/1814:21:03,54.5,71.1,
1005,10/1/18,2:31:03 PM,10/01/1814:31:03,54.7,71.1,
1006,10/1/18,2:41:03 PM,10/01/1814:41:03,54.9,71,
1007,10/1/18,2:51:03 PM,10/01/1814:51:03,55,70.9,
1008,10/1/18,3:01:03 PM,10/01/1815:01:03,55.2,70.9,
1009,10/1/18,3:11:03 PM,10/01/1815:11:03,55.2,70.9,
1010,10/1/18,3:21:03 PM,10/01/1815:21:03,55.4,70.8,
1011,10/1/18,3:31:03 PM,10/01/1815:31:03,55.4,70.8,
1012,10/1/18,3:41:03 PM,10/01/1815:41:03,55.5,70.7,
1013,10/1/18,3:51:03 PM,10/01/1815:51:03,55.5,70.7,
1014,10/1/18,4:01:03 PM,10/01/1816:01:03,55.7,70.6,
1015,10/1/18,4:11:03 PM,10/01/1816:11:03,55.7,70.5,
1016,10/1/18,4:21:03 PM,10/01/1816:21:03,55.8,70.5,
1017,10/1/18,4:31:03 PM,10/01/1816:31:03,55.9,70.5,
1018,10/1/18,4:41:03 PM,10/01/1816:41:03,56,70.5,
1019,10/1/18,4:51:03 PM,10/01/1816:51:03,56.1,70.5,
1020,10/1/18,5:01:03 PM,10/01/1817:01:03,56.1,70.4,
1021,10/1/18,5:11:03 PM,10/01/1817:11:03,56.2,70.4,
1022,10/1/18,5:21:03 PM,10/01/1817:21:03,56.2,70.3,
1023,10/1/18,5:31:03 PM,10/01/1817:31:03,56.2,70.2,
1024,10/1/18,5:41:03 PM,10/01/1817:41:03,56.2,70.2,
1025,10/1/18,5:51:03 PM,10/01/1817:51:03,56.4,70.2,
1026,10/1/18,6:01:03 PM,10/01/1818:01:03,56.5,70.2,
1027,10/1/18,6:11:03 PM,10/01/1818:11:03,56.6,70.1,
1028,10/1/18,6:21:03 PM,10/01/1818:21:03,56.6,70.1,
1029,10/1/18,6:31:03 PM,10/01/1818:31:03,56.6,70.1,
1030,10/1/18,6:41:03 PM,10/01/1818:41:03,56.6,70.1,
1031,10/1/18,6:51:03 PM,10/01/1818:51:03,56.6,70,
1032,10/1/18,7:01:03 PM,10/01/1819:01:03,56.5,70,
1033,10/1/18,7:11:03 PM,10/01/1819:11:03,56.5,70,
1034,10/1/18,7:21:03 PM,10/01/1819:21:03,56.6,70,
1035,10/1/18,7:31:03 PM,10/01/1819:31:03,56.6,70,
1036,10/1/18,7:41:03 PM,10/01/1819:41:03,56.6,70,
1037,10/1/18,7:51:03 PM,10/01/1819:51:03,56.5,70,
1038,10/1/18,8:01:03 PM,10/01/1820:01:03,56.5,69.9,
1039,10/1/18,8:11:03 PM,10/01/1820:11:03,56.7,69.9,
1040,10/1/18,8:21:03 PM,10/01/1820:21:03,56.6,69.8,
1041,10/1/18,8:31:03 PM,10/01/1820:31:03,56.6,69.8,
1042,10/1/18,8:41:03 PM,10/01/1820:41:03,56.6,69.8,
1043,10/1/18,8:51:03 PM,10/01/1820:51:03,56.5,69.7,
1044,10/1/18,9:01:03 PM,10/01/1821:01:03,56.6,69.8,
1045,10/1/18,9:11:03 PM,10/01/1821:11:03,56.8,69.7,
1046,10/1/18,9:21:03 PM,10/01/1821:21:03,56.8,69.7,
1047,10/1/18,9:31:03 PM,10/01/1821:31:03,56.9,69.7,
1048,10/1/18,9:41:03 PM,10/01/1821:41:03,56.9,69.7,
1049,10/1/18,9:51:03 PM,10/01/1821:51:03,56.8,69.7,
1050,10/1/18,10:01:03 PM,10/01/1822:01:03,56.9,69.6,
1051,10/1/18,10:11:03 PM,10/01/1822:11:03,56.8,69.6,
1052,10/1/18,10:21:03 PM,10/01/1822:21:03,57,69.6,
1053,10/1/18,10:31:03 PM,10/01/1822:31:03,57,69.6,
1054,10/1/18,10:41:03 PM,10/01/1822:41:03,57.2,69.6,
1055,10/1/18,10:51:03 PM,10/01/1822:51:03,57.3,69.6,
1056,10/1/18,11:01:03 PM,10/01/1823:01:03,57.5,69.6,
1057,10/1/18,11:11:03 PM,10/01/1823:11:03,57.5,69.5,
1058,10/1/18,11:21:03 PM,10/01/1823:21:03,57.8,69.5,
1059,10/1/18,11:31:03 PM,10/01/1823:31:03,57.9,69.5,
1060,10/1/18,11:41:03 PM,10/01/1823:41:03,58,69.5,
1061,10/1/18,11:51:03 PM,10/01/1823:51:03,57.9,69.5,
1062,10/2/18,12:01:03 AM,10/02/1800:01:03,57.8,69.6,
1063,10/2/18,12:11:03 AM,10/02/1800:11:03,57.8,69.6,
1064,10/2/18,12:21:03 AM,10/02/1800:21:03,57.6,69.6,
1065,10/2/18,12:31:03 AM,10/02/1800:31:03,57.4,69.5,
1066,10/2/18,12:41:03 AM,10/02/1800:41:03,57.5,69.5,
1067,10/2/18,12:51:03 AM,10/02/1800:51:03,57.5,69.5,
1068,10/2/18,1:01:03 AM,10/02/1801:01:03,57.7,69.5,
1069,10/2/18,1:11:03 AM,10/02/1801:11:03,57.7,69.5,
1070,10/2/18,1:21:03 AM,10/02/1801:21:03,57.7,69.5,
1071,10/2/18,1:31:03 AM,10/02/1801:31:03,57.8,69.4,
1072,10/2/18,1:41:03 AM,10/02/1801:41:03,58,69.4,
1073,10/2/18,1:51:03 AM,10/02/1801:51:03,57.9,69.4,
1074,10/2/18,2:01:03 AM,10/02/1802:01:03,58.2,69.4,
1075,10/2/18,2:11:03 AM,10/02/1802:11:03,58.2,69.4,
1076,10/2/18,2:21:03 AM,10/02/1802:21:03,58.1,69.4,
1077,10/2/18,2:31:03 AM,10/02/1802:31:03,58.1,69.4,
1078,10/2/18,2:41:03 AM,10/02/1802:41:03,58.1,69.4,
1079,10/2/18,2:51:03 AM,10/02/1802:51:03,58.4,69.4,
1080,10/2/18,3:01:03 AM,10/02/1803:01:03,58.4,69.4,
1081,10/2/18,3:11:03 AM,10/02/1803:11:03,58.4,69.4,
1082,10/2/18,3:21:03 AM,10/02/1803:21:03,58.6,69.3,
1083,10/2/18,3:31:03 AM,10/02/1803:31:03,58.6,69.3,
1084,10/2/18,3:41:03 AM,10/02/1803:41:03,58.7,69.3,
1085,10/2/18,3:51:03 AM,10/02/1803:51:03,58.7,69.3,
1086,10/2/18,4:01:03 AM,10/02/1804:01:03,58.7,69.3,
1087,10/2/18,4:11:03 AM,10/02/1804:11:03,58.7,69.3,
1088,10/2/18,4:21:03 AM,10/02/1804:21:03,58.9,69.3,
1089,10/2/18,4:31:03 AM,10/02/1804:31:03,59,69.4,
1090,10/2/18,4:41:03 AM,10/02/1804:41:03,58.9,69.4,
1091,10/2/18,4:51:03 AM,10/02/1804:51:03,58.9,69.4,
1092,10/2/18,5:01:03 AM,10/02/1805:01:03,59,69.3,
1093,10/2/18,5:11:03 AM,10/02/1805:11:03,58.9,69.3,
1094,10/2/18,5:21:03 AM,10/02/1805:21:03,58.8,69.3,
1095,10/2/18,5:31:03 AM,10/02/1805:31:03,59,69.3,
1096,10/2/18,5:41:03 AM,10/02/1805:41:03,58.9,69.3,
1097,10/2/18,5:51:03 AM,10/02/1805:51:03,59.3,69.3,
1098,10/2/18,6:01:03 AM,10/02/1806:01:03,59.2,69.3,
1099,10/2/18,6:11:03 AM,10/02/1806:11:03,59.3,69.3,
1100,10/2/18,6:21:03 AM,10/02/1806:21:03,59.3,69.3,
1101,10/2/18,6:31:03 AM,10/02/1806:31:03,59.2,69.3,
1102,10/2/18,6:41:03 AM,10/02/1806:41:03,59.1,69.3,
1103,10/2/18,6:51:03 AM,10/02/1806:51:03,59,69.3,
1104,10/2/18,7:01:03 AM,10/02/1807:01:03,59.1,69.3,
1105,10/2/18,7:11:03 AM,10/02/1807:11:03,59.2,69.3,
1106,10/2/18,7:21:03 AM,10/02/1807:21:03,59.3,69.3,
1107,10/2/18,7:31:03 AM,10/02/1807:31:03,59.3,69.3,
1108,10/2/18,7:41:03 AM,10/02/1807:41:03,59.3,69.3,
1109,10/2/18,7:51:03 AM,10/02/1807:51:03,59.5,69.2,
1110,10/2/18,8:01:03 AM,10/02/1808:01:03,59.4,69.3,
1111,10/2/18,8:11:03 AM,10/02/1808:11:03,59.5,69.3,
1112,10/2/18,8:21:03 AM,10/02/1808:21:03,59.4,69.2,
1113,10/2/18,8:31:03 AM,10/02/1808:31:03,59.4,69.2,
1114,10/2/18,8:41:03 AM,10/02/1808:41:03,59.6,69.2,
1115,10/2/18,8:51:03 AM,10/02/1808:51:03,59.5,69.5,
1116,10/2/18,9:01:03 AM,10/02/1809:01:03,59.5,69.7,
1117,10/2/18,9:11:03 AM,10/02/1809:11:03,60.6,69.8,
1118,10/2/18,9:21:03 AM,10/02/1809:21:03,60.8,70,
1119,10/2/18,9:31:03 AM,10/02/1809:31:03,60.1,70,
1120,10/2/18,9:41:03 AM,10/02/1809:41:03,60.4,70.2,
1121,10/2/18,9:51:03 AM,10/02/1809:51:03,60,70.3,
1122,10/2/18,10:01:03 AM,10/02/1810:01:03,59.7,70.5,
1123,10/2/18,10:11:03 AM,10/02/1810:11:03,59.4,70.6,
1124,10/2/18,10:21:03 AM,10/02/1810:21:03,59.3,70.6,
1125,10/2/18,10:31:03 AM,10/02/1810:31:03,59.2,70.6,
1126,10/2/18,10:41:03 AM,10/02/1810:41:03,59.6,70.5,
1127,10/2/18,10:51:03 AM,10/02/1810:51:03,59.7,70.6,
1128,10/2/18,11:01:03 AM,10/02/1811:01:03,59.6,70.5,
1129,10/2/18,11:11:03 AM,10/02/1811:11:03,59.4,70.5,
1130,10/2/18,11:21:03 AM,10/02/1811:21:03,59.2,70.6,
1131,10/2/18,11:31:03 AM,10/02/1811:31:03,59.2,70.6,
1132,10/2/18,11:41:03 AM,10/02/1811:41:03,59.2,70.6,
1133,10/2/18,11:51:03 AM,10/02/1811:51:03,59.1,70.7,
1134,10/2/18,12:01:03 PM,10/02/1812:01:03,58.9,70.7,
1135,10/2/18,12:11:03 PM,10/02/1812:11:03,59.2,70.6,
1136,10/2/18,12:21:03 PM,10/02/1812:21:03,59.3,70.6,
1137,10/2/18,12:31:03 PM,10/02/1812:31:03,59.2,70.5,
1138,10/2/18,12:41:03 PM,10/02/1812:41:03,59,70.6,
1139,10/2/18,12:51:03 PM,10/02/1812:51:03,59,70.6,
1140,10/2/18,1:01:03 PM,10/02/1813:01:03,59.2,70.5,
1141,10/2/18,1:11:03 PM,10/02/1813:11:03,59.6,70.6,
1142,10/2/18,1:21:03 PM,10/02/1813:21:03,59.4,70.7,
1143,10/2/18,1:31:03 PM,10/02/1813:31:03,59.3,70.7,
1144,10/2/18,1:41:03 PM,10/02/1813:41:03,59.2,70.8,
1145,10/2/18,1:51:03 PM,10/02/1813:51:03,59.1,70.9,
1146,10/2/18,2:01:03 PM,10/02/1814:01:03,58.9,70.9,
1147,10/2/18,2:11:03 PM,10/02/1814:11:03,58.9,70.8,
1148,10/2/18,2:21:03 PM,10/02/1814:21:03,58.9,70.7,
1149,10/2/18,2:31:03 PM,10/02/1814:31:03,58.7,70.7,
1150,10/2/18,2:41:03 PM,10/02/1814:41:03,58.7,70.8,
1151,10/2/18,2:51:03 PM,10/02/1814:51:03,58.6,70.8,
1152,10/2/18,3:01:03 PM,10/02/1815:01:03,58.7,70.8,
1153,10/2/18,3:11:03 PM,10/02/1815:11:03,58.7,70.9,
1154,10/2/18,3:21:03 PM,10/02/1815:21:03,58.8,70.8,
1155,10/2/18,3:31:03 PM,10/02/1815:31:03,58.7,70.9,
1156,10/2/18,3:41:03 PM,10/02/1815:41:03,58.8,70.9,
1157,10/2/18,3:51:03 PM,10/02/1815:51:03,58.6,70.9,
1158,10/2/18,4:01:03 PM,10/02/1816:01:03,58.5,70.9,
1159,10/2/18,4:11:03 PM,10/02/1816:11:03,58.4,70.9,
1160,10/2/18,4:21:03 PM,10/02/1816:21:03,58.4,70.8,
1161,10/2/18,4:31:03 PM,10/02/1816:31:03,58.5,70.7,
1162,10/2/18,4:41:03 PM,10/02/1816:41:03,58.6,70.6,
1163,10/2/18,4:51:03 PM,10/02/1816:51:03,58.6,70.5,
1164,10/2/18,5:01:03 PM,10/02/1817:01:03,58.6,70.4,
1165,10/2/18,5:11:03 PM,10/02/1817:11:03,58.7,70.3,
1166,10/2/18,5:21:03 PM,10/02/1817:21:03,58.7,70.2,
1167,10/2/18,5:31:03 PM,10/02/1817:31:03,58.9,70.1,
1168,10/2/18,5:41:03 PM,10/02/1817:41:03,58.9,70,
1169,10/2/18,5:51:03 PM,10/02/1817:51:03,59,69.9,
1170,10/2/18,6:01:03 PM,10/02/1818:01:03,59.2,69.9,
1171,10/2/18,6:11:03 PM,10/02/1818:11:03,59.1,69.8,
1172,10/2/18,6:21:03 PM,10/02/1818:21:03,59.2,69.8,
1173,10/2/18,6:31:03 PM,10/02/1818:31:03,59.3,69.7,
1174,10/2/18,6:41:03 PM,10/02/1818:41:03,59.4,69.7,
1175,10/2/18,6:51:03 PM,10/02/1818:51:03,59.6,69.6,
1176,10/2/18,7:01:03 PM,10/02/1819:01:03,59.5,69.6,
1177,10/2/18,7:11:03 PM,10/02/1819:11:03,59.7,69.6,
1178,10/2/18,7:21:03 PM,10/02/1819:21:03,59.8,69.5,
1179,10/2/18,7:31:03 PM,10/02/1819:31:03,59.7,69.5,
1180,10/2/18,7:41:03 PM,10/02/1819:41:03,59.6,69.5,
1181,10/2/18,7:51:03 PM,10/02/1819:51:03,59.7,69.4,
1182,10/2/18,8:01:03 PM,10/02/1820:01:03,59.8,69.4,
1183,10/2/18,8:11:03 PM,10/02/1820:11:03,59.5,69.3,
1184,10/2/18,8:21:03 PM,10/02/1820:21:03,59.7,69.3,
1185,10/2/18,8:31:03 PM,10/02/1820:31:03,59.9,69.3,
1186,10/2/18,8:41:03 PM,10/02/1820:41:03,60,69.2,
1187,10/2/18,8:51:03 PM,10/02/1820:51:03,60.2,69.2,
1188,10/2/18,9:01:03 PM,10/02/1821:01:03,60,69.2,
1189,10/2/18,9:11:03 PM,10/02/1821:11:03,59.9,69.2,
1190,10/2/18,9:21:03 PM,10/02/1821:21:03,60.2,69.2,
1191,10/2/18,9:31:03 PM,10/02/1821:31:03,60.2,69.1,
1192,10/2/18,9:41:03 PM,10/02/1821:41:03,60.1,69.2,
1193,10/2/18,9:51:03 PM,10/02/1821:51:03,60.1,69.1,
1194,10/2/18,10:01:03 PM,10/02/1822:01:03,60.1,69.1,
1195,10/2/18,10:11:03 PM,10/02/1822:11:03,60,69.1,
1196,10/2/18,10:21:03 PM,10/02/1822:21:03,60.3,69,
1197,10/2/18,10:31:03 PM,10/02/1822:31:03,60.3,69,
1198,10/2/18,10:41:03 PM,10/02/1822:41:03,60.4,69,
1199,10/2/18,10:51:03 PM,10/02/1822:51:03,60.5,69,
1200,10/2/18,11:01:03 PM,10/02/1823:01:03,60.3,69,
1201,10/2/18,11:11:03 PM,10/02/1823:11:03,60.3,69,
1202,10/2/18,11:21:03 PM,10/02/1823:21:03,60.5,69,
1203,10/2/18,11:31:03 PM,10/02/1823:31:03,60.3,69,
1204,10/2/18,11:41:03 PM,10/02/1823:41:03,60.2,69,
1205,10/2/18,11:51:03 PM,10/02/1823:51:03,60.5,68.9,
1206,10/3/18,12:01:03 AM,10/03/1800:01:03,60.2,68.9,
1207,10/3/18,12:11:03 AM,10/03/1800:11:03,60.3,68.9,
1208,10/3/18,12:21:03 AM,10/03/1800:21:03,60.6,68.9,
1209,10/3/18,12:31:03 AM,10/03/1800:31:03,60.2,68.9,
1210,10/3/18,12:41:03 AM,10/03/1800:41:03,60.6,68.9,
1211,10/3/18,12:51:03 AM,10/03/1800:51:03,60.4,68.8,
1212,10/3/18,1:01:03 AM,10/03/1801:01:03,60.7,68.8,
1213,10/3/18,1:11:03 AM,10/03/1801:11:03,60.5,68.8,
1214,10/3/18,1:21:03 AM,10/03/1801:21:03,60.6,68.8,
1215,10/3/18,1:31:03 AM,10/03/1801:31:03,60.8,68.9,
1216,10/3/18,1:41:03 AM,10/03/1801:41:03,60.4,68.8,
1217,10/3/18,1:51:03 AM,10/03/1801:51:03,60.6,68.8,
1218,10/3/18,2:01:03 AM,10/03/1802:01:03,60.4,68.8,
1219,10/3/18,2:11:03 AM,10/03/1802:11:03,60.7,68.8,
1220,10/3/18,2:21:03 AM,10/03/1802:21:03,60.6,68.8,
1221,10/3/18,2:31:03 AM,10/03/1802:31:03,60.5,68.8,
1222,10/3/18,2:41:03 AM,10/03/1802:41:03,60.8,68.8,
1223,10/3/18,2:51:03 AM,10/03/1802:51:03,60.6,68.8,
1224,10/3/18,3:01:03 AM,10/03/1803:01:03,60.8,68.8,
1225,10/3/18,3:11:03 AM,10/03/1803:11:03,60.5,68.7,
1226,10/3/18,3:21:03 AM,10/03/1803:21:03,60.6,68.7,
1227,10/3/18,3:31:03 AM,10/03/1803:31:03,60.5,68.7,
1228,10/3/18,3:41:03 AM,10/03/1803:41:03,60.2,68.7,
1229,10/3/18,3:51:03 AM,10/03/1803:51:03,60.7,68.7,
1230,10/3/18,4:01:03 AM,10/03/1804:01:03,60.4,68.7,
1231,10/3/18,4:11:03 AM,10/03/1804:11:03,60.3,68.7,
1232,10/3/18,4:21:03 AM,10/03/1804:21:03,60.1,68.7,
1233,10/3/18,4:31:03 AM,10/03/1804:31:03,60.2,68.6,
1234,10/3/18,4:41:03 AM,10/03/1804:41:03,60.1,68.6,
1235,10/3/18,4:51:03 AM,10/03/1804:51:03,59.9,68.6,
1236,10/3/18,5:01:03 AM,10/03/1805:01:03,60,68.6,
1237,10/3/18,5:11:03 AM,10/03/1805:11:03,60,68.6,
1238,10/3/18,5:21:03 AM,10/03/1805:21:03,60.1,68.6,
1239,10/3/18,5:31:03 AM,10/03/1805:31:03,60.1,68.6,
1240,10/3/18,5:41:03 AM,10/03/1805:41:03,60.2,68.6,
1241,10/3/18,5:51:03 AM,10/03/1805:51:03,60.3,68.6,
1242,10/3/18,6:01:03 AM,10/03/1806:01:03,60.5,68.5,
1243,10/3/18,6:11:03 AM,10/03/1806:11:03,60.6,68.6,
1244,10/3/18,6:21:03 AM,10/03/1806:21:03,60.5,68.6,
1245,10/3/18,6:31:03 AM,10/03/1806:31:03,60.6,68.6,
1246,10/3/18,6:41:03 AM,10/03/1806:41:03,60.6,68.6,
1247,10/3/18,6:51:03 AM,10/03/1806:51:03,60.6,68.6,
1248,10/3/18,7:01:03 AM,10/03/1807:01:03,60.5,68.6,
1249,10/3/18,7:11:03 AM,10/03/1807:11:03,60.4,68.6,
1250,10/3/18,7:21:03 AM,10/03/1807:21:03,60.3,68.6,
1251,10/3/18,7:31:03 AM,10/03/1807:31:03,60.2,68.6,
1252,10/3/18,7:41:03 AM,10/03/1807:41:03,60.3,68.6,
1253,10/3/18,7:51:03 AM,10/03/1807:51:03,60.2,68.6,
1254,10/3/18,8:01:03 AM,10/03/1808:01:03,60.3,68.6,
1255,10/3/18,8:11:03 AM,10/03/1808:11:03,60.2,68.6,
1256,10/3/18,8:21:03 AM,10/03/1808:21:03,60.2,68.6,
1257,10/3/18,8:31:03 AM,10/03/1808:31:03,60.2,68.6,
1258,10/3/18,8:41:03 AM,10/03/1808:41:03,60.6,68.8,
1259,10/3/18,8:51:03 AM,10/03/1808:51:03,60.5,68.9,
1260,10/3/18,9:01:03 AM,10/03/1809:01:03,60.6,69.2,
1261,10/3/18,9:11:03 AM,10/03/1809:11:03,60,69.6,
1262,10/3/18,9:21:03 AM,10/03/1809:21:03,60,69.6,
1263,10/3/18,9:31:03 AM,10/03/1809:31:03,60,69.5,
1264,10/3/18,9:41:03 AM,10/03/1809:41:03,60.8,69.6,
1265,10/3/18,9:51:03 AM,10/03/1809:51:03,59.8,69.8,
1266,10/3/18,10:01:03 AM,10/03/1810:01:03,59.5,69.8,
1267,10/3/18,10:11:03 AM,10/03/1810:11:03,59.4,69.9,
1268,10/3/18,10:21:03 AM,10/03/1810:21:03,59.4,70,
1269,10/3/18,10:31:03 AM,10/03/1810:31:03,59.7,70.1,
1270,10/3/18,10:41:03 AM,10/03/1810:41:03,59.4,70.2,
1271,10/3/18,10:51:03 AM,10/03/1810:51:03,59.4,70.3,
1272,10/3/18,11:01:03 AM,10/03/1811:01:03,58.7,70.3,
1273,10/3/18,11:11:03 AM,10/03/1811:11:03,58.4,70.3,
1274,10/3/18,11:21:03 AM,10/03/1811:21:03,58.1,70.3,
1275,10/3/18,11:31:03 AM,10/03/1811:31:03,58,70.2,
1276,10/3/18,11:41:03 AM,10/03/1811:41:03,57.9,70.1,
1277,10/3/18,11:51:03 AM,10/03/1811:51:03,57.7,70,
1278,10/3/18,12:01:03 PM,10/03/1812:01:03,57.6,70,
1279,10/3/18,12:11:03 PM,10/03/1812:11:03,57.5,69.9,
1280,10/3/18,12:21:03 PM,10/03/1812:21:03,57.4,69.9,
1281,10/3/18,12:31:03 PM,10/03/1812:31:03,57.4,69.8,
1282,10/3/18,12:41:03 PM,10/03/1812:41:03,57.2,69.7,
1283,10/3/18,12:51:03 PM,10/03/1812:51:03,57.3,69.7,
1284,10/3/18,1:01:03 PM,10/03/1813:01:03,57.2,69.6,
1285,10/3/18,1:11:03 PM,10/03/1813:11:03,57.1,69.6,
1286,10/3/18,1:21:03 PM,10/03/1813:21:03,57.1,69.5,
1287,10/3/18,1:31:03 PM,10/03/1813:31:03,57,69.5,
1288,10/3/18,1:41:03 PM,10/03/1813:41:03,57,69.4,
1289,10/3/18,1:51:03 PM,10/03/1813:51:03,57,69.4,
1290,10/3/18,2:01:03 PM,10/03/1814:01:03,57,69.5,
1291,10/3/18,2:11:03 PM,10/03/1814:11:03,57.1,69.6,
1292,10/3/18,2:21:03 PM,10/03/1814:21:03,56.9,69.7,
1293,10/3/18,2:31:03 PM,10/03/1814:31:03,56.4,70,
1294,10/3/18,2:41:03 PM,10/03/1814:41:03,56.2,70.1,
1295,10/3/18,2:51:03 PM,10/03/1814:51:03,56.2,70.2,
1296,10/3/18,3:01:03 PM,10/03/1815:01:03,56.1,70.2,
1297,10/3/18,3:11:03 PM,10/03/1815:11:03,56.3,70.3,
1298,10/3/18,3:21:03 PM,10/03/1815:21:03,56.3,70.4,
1299,10/3/18,3:31:03 PM,10/03/1815:31:03,56.3,70.5,
1300,10/3/18,3:41:03 PM,10/03/1815:41:03,56.4,70.5,
1301,10/3/18,3:51:03 PM,10/03/1815:51:03,56,70.5,
1302,10/3/18,4:01:03 PM,10/03/1816:01:03,55.7,70.5,
1303,10/3/18,4:11:03 PM,10/03/1816:11:03,55.6,70.6,
1304,10/3/18,4:21:03 PM,10/03/1816:21:03,55.7,70.6,
1305,10/3/18,4:31:03 PM,10/03/1816:31:03,55.4,70.5,
1306,10/3/18,4:41:03 PM,10/03/1816:41:03,55.3,70.4,
1307,10/3/18,4:51:03 PM,10/03/1816:51:03,55.4,70.3,
1308,10/3/18,5:01:03 PM,10/03/1817:01:03,55.4,70.2,
1309,10/3/18,5:11:03 PM,10/03/1817:11:03,55.4,70.1,
1310,10/3/18,5:21:03 PM,10/03/1817:21:03,55.5,70.1,
1311,10/3/18,5:31:03 PM,10/03/1817:31:03,55.6,70,
1312,10/3/18,5:41:03 PM,10/03/1817:41:03,55.7,69.9,
1313,10/3/18,5:51:03 PM,10/03/1817:51:03,55.8,69.8,
1314,10/3/18,6:01:03 PM,10/03/1818:01:03,56,69.8,
1315,10/3/18,6:11:03 PM,10/03/1818:11:03,56.1,69.7,
1316,10/3/18,6:21:03 PM,10/03/1818:21:03,56.3,69.7,
1317,10/3/18,6:31:03 PM,10/03/1818:31:03,56.3,69.6,
1318,10/3/18,6:41:03 PM,10/03/1818:41:03,56.4,69.6,
1319,10/3/18,6:51:03 PM,10/03/1818:51:03,56.6,69.6,
1320,10/3/18,7:01:03 PM,10/03/1819:01:03,56.7,69.5,
1321,10/3/18,7:11:03 PM,10/03/1819:11:03,56.7,69.5,
1322,10/3/18,7:21:03 PM,10/03/1819:21:03,56.7,69.5,
1323,10/3/18,7:31:03 PM,10/03/1819:31:03,56.8,69.4,
1324,10/3/18,7:41:03 PM,10/03/1819:41:03,56.9,69.4,
1325,10/3/18,7:51:03 PM,10/03/1819:51:03,57,69.4,
1326,10/3/18,8:01:03 PM,10/03/1820:01:03,57.1,69.3,
1327,10/3/18,8:11:03 PM,10/03/1820:11:03,57.2,69.3,
1328,10/3/18,8:21:03 PM,10/03/1820:21:03,57.2,69.3,
1329,10/3/18,8:31:03 PM,10/03/1820:31:03,57.3,69.2,
1330,10/3/18,8:41:03 PM,10/03/1820:41:03,57.3,69.2,
1331,10/3/18,8:51:03 PM,10/03/1820:51:03,57.3,69.2,
1332,10/3/18,9:01:03 PM,10/03/1821:01:03,57.3,69.2,
1333,10/3/18,9:11:03 PM,10/03/1821:11:03,57.3,69.2,
1334,10/3/18,9:21:03 PM,10/03/1821:21:03,57.2,69.2,
1335,10/3/18,9:31:03 PM,10/03/1821:31:03,57.1,69.1,
1336,10/3/18,9:41:03 PM,10/03/1821:41:03,57,69.1,
1337,10/3/18,9:51:03 PM,10/03/1821:51:03,57,69.1,
1338,10/3/18,10:01:03 PM,10/03/1822:01:03,57,69,
1339,10/3/18,10:11:03 PM,10/03/1822:11:03,56.9,69,
1340,10/3/18,10:21:03 PM,10/03/1822:21:03,56.9,69,
1341,10/3/18,10:31:03 PM,10/03/1822:31:03,56.9,69,
1342,10/3/18,10:41:03 PM,10/03/1822:41:03,56.9,69,
1343,10/3/18,10:51:03 PM,10/03/1822:51:03,57,69,
